user_id,song_id,rating,timestamp
544,441,5,2025-10-05 16:22:34.082286
677,173,5,2025-04-28 16:22:34.082177
700,230,5,2025-08-29 16:22:34.082068
921,453,5,2025-06-06 16:22:34.088248
142,246,5,2025-06-27 16:22:34.088459
13,442,5,2024-12-02 16:22:34.080181
493,203,5,2025-01-11 16:22:34.088657
677,3,5,2024-11-28 16:22:34.094314
0,224,5,2024-11-08 16:22:34.389554
120,74,5,2024-12-22 16:22:34.094099
611,178,5,2024-10-30 16:22:34.093986
416,227,5,2025-05-27 16:22:34.389660
406,14,5,2025-09-25 16:22:34.093763
869,299,5,2025-02-19 16:22:34.093545
281,460,5,2024-10-26 16:22:34.093441
739,151,5,2025-07-31 16:22:34.390108
174,236,5,2025-03-18 16:22:34.093191
311,421,5,2025-06-29 16:22:34.093072
686,178,5,2025-07-06 16:22:34.390232
932,1,5,2025-03-17 16:22:34.092934
252,107,5,2024-11-10 16:22:34.092822
339,222,5,2024-12-17 16:22:34.092714
779,463,5,2025-03-22 16:22:34.389451
309,373,5,2025-03-17 16:22:34.389243
514,6,5,2025-10-20 16:22:34.094536
180,290,5,2025-02-21 16:22:34.388672
259,108,5,2024-12-13 16:22:34.388121
737,325,5,2025-03-28 16:22:34.388224
432,122,5,2025-01-17 16:22:34.095835
581,396,5,2025-04-22 16:22:34.095726
17,13,5,2025-08-07 16:22:34.388330
619,465,5,2025-03-23 16:22:34.388446
493,409,5,2025-06-30 16:22:34.388791
519,355,5,2025-05-28 16:22:34.094850
481,302,5,2025-01-18 16:22:34.095352
493,287,5,2025-07-02 16:22:34.388809
213,22,5,2025-04-05 16:22:34.095133
268,97,5,2025-09-13 16:22:34.388917
224,218,5,2024-12-10 16:22:34.095091
881,54,5,2025-03-01 16:22:34.094977
884,375,5,2025-09-28 16:22:34.092591
401,312,5,2025-07-31 16:22:34.390538
628,138,5,2025-10-05 16:22:34.390644
527,367,5,2025-06-28 16:22:34.393448
634,175,5,2025-04-06 16:22:34.089601
910,89,5,2025-03-04 16:22:34.393238
119,264,5,2025-04-12 16:22:34.393345
954,310,5,2025-04-25 16:22:34.089551
723,255,5,2025-07-22 16:22:34.089444
199,219,5,2024-11-01 16:22:34.089344
819,463,5,2024-11-18 16:22:34.393549
585,94,5,2025-08-16 16:22:34.089845
126,396,5,2025-06-01 16:22:34.393655
696,495,5,2025-08-14 16:22:34.393849
295,292,5,2024-11-10 16:22:34.393959
396,388,5,2025-01-14 16:22:34.089143
323,410,5,2025-09-03 16:22:34.089000
421,349,5,2025-04-01 16:22:34.088868
427,73,5,2025-02-21 16:22:34.089616
911,471,5,2024-12-25 16:22:34.392852
818,440,5,2025-03-25 16:22:34.092259
208,446,5,2025-02-12 16:22:34.391325
396,135,5,2025-05-26 16:22:34.092155
526,297,5,2025-10-13 16:22:34.091915
446,38,5,2025-08-23 16:22:34.091811
319,145,5,2024-11-30 16:22:34.390849
154,459,5,2024-12-11 16:22:34.091382
420,270,5,2025-08-16 16:22:34.391308
392,179,5,2025-03-01 16:22:34.391546
404,53,5,2025-09-07 16:22:34.392413
344,41,5,2024-11-08 16:22:34.391895
284,435,5,2025-03-29 16:22:34.392048
668,369,5,2024-11-08 16:22:34.090571
562,405,5,2025-03-24 16:22:34.090464
521,242,5,2025-05-07 16:22:34.090431
435,238,5,2025-05-20 16:22:34.090326
704,356,5,2024-12-12 16:22:34.399333
992,294,5,2025-01-10 16:22:34.399438
217,89,5,2025-01-11 16:22:34.096107
396,362,5,2025-07-03 16:22:34.072387
876,344,5,2024-11-06 16:22:34.407775
354,394,5,2025-04-06 16:22:34.069985
981,320,5,2025-09-06 16:22:34.069967
518,327,5,2025-02-09 16:22:34.069756
782,333,5,2025-01-10 16:22:34.407811
377,481,5,2024-11-26 16:22:34.407932
228,290,5,2024-11-04 16:22:34.069593
846,124,5,2024-10-24 16:22:34.408277
913,130,5,2024-11-17 16:22:34.069350
713,392,5,2025-05-07 16:22:34.408601
697,2,5,2025-05-09 16:22:34.069131
605,487,5,2025-02-24 16:22:34.408696
458,107,5,2024-12-16 16:22:34.408899
608,384,5,2025-03-09 16:22:34.068712
368,160,5,2025-06-08 16:22:34.409298
174,321,5,2025-09-02 16:22:34.070191
358,252,5,2025-01-29 16:22:34.070318
873,350,5,2025-06-24 16:22:34.407334
967,174,5,2024-10-29 16:22:34.071424
849,233,5,2025-02-08 16:22:34.406141
751,278,5,2024-12-08 16:22:34.406159
689,11,5,2024-11-22 16:22:34.072086
105,314,5,2025-02-08 16:22:34.406403
184,285,5,2025-04-15 16:22:34.071867
669,281,5,2025-06-23 16:22:34.406710
585,3,5,2024-11-01 16:22:34.071318
754,104,5,2024-12-24 16:22:34.070531
847,491,5,2025-02-26 16:22:34.406951
785,483,5,2025-09-20 16:22:34.406970
310,213,5,2024-12-14 16:22:34.071097
631,397,5,2025-04-18 16:22:34.070859
745,15,5,2024-12-20 16:22:34.070754
404,423,5,2025-04-06 16:22:34.070643
815,336,5,2025-06-08 16:22:34.068218
574,194,5,2025-01-04 16:22:34.068108
644,320,5,2025-01-30 16:22:34.409315
432,93,5,2025-02-24 16:22:34.064740
747,57,5,2025-01-08 16:22:34.065249
321,480,5,2025-09-29 16:22:34.065131
788,440,5,2025-03-04 16:22:34.065025
514,162,5,2025-05-22 16:22:34.412606
876,377,5,2025-07-10 16:22:34.064862
963,243,5,2025-08-16 16:22:34.412722
761,137,5,2025-05-31 16:22:34.064722
684,111,5,2024-12-20 16:22:34.412382
158,385,5,2025-04-16 16:22:34.412840
637,50,5,2025-05-16 16:22:34.413070
778,154,5,2025-03-13 16:22:34.413179
813,85,5,2025-05-19 16:22:34.064250
0,369,5,2025-03-13 16:22:34.413288
473,88,5,2024-12-11 16:22:34.413409
473,165,5,2024-12-01 16:22:34.065283
532,61,5,2025-06-22 16:22:34.065494
58,22,5,2025-09-14 16:22:34.067798
501,346,5,2025-09-11 16:22:34.410791
914,210,5,2025-10-09 16:22:34.409665
866,400,5,2025-06-22 16:22:34.067126
499,149,5,2025-02-02 16:22:34.066997
183,250,5,2024-12-17 16:22:34.066891
456,61,5,2025-01-30 16:22:34.410242
590,471,5,2025-08-17 16:22:34.410665
3,33,5,2025-06-25 16:22:34.410921
375,408,5,2025-07-16 16:22:34.412166
970,228,5,2025-03-08 16:22:34.066325
765,446,5,2025-01-15 16:22:34.411045
796,330,5,2025-03-03 16:22:34.066187
85,153,5,2025-09-30 16:22:34.411406
104,249,5,2025-10-12 16:22:34.411510
882,22,5,2024-12-18 16:22:34.072240
375,186,5,2025-06-03 16:22:34.072517
700,363,5,2025-07-28 16:22:34.399539
65,141,5,2025-06-26 16:22:34.405730
180,258,5,2025-09-14 16:22:34.077967
241,181,5,2025-09-01 16:22:34.077870
82,290,5,2025-02-28 16:22:34.077764
924,468,5,2025-06-18 16:22:34.077662
550,442,5,2025-09-19 16:22:34.401353
455,497,5,2024-11-22 16:22:34.401478
602,418,5,2025-08-20 16:22:34.401726
468,355,5,2025-02-15 16:22:34.077202
528,79,5,2025-06-18 16:22:34.076993
578,33,5,2025-04-22 16:22:34.402306
56,295,5,2025-04-18 16:22:34.402546
167,457,5,2025-08-05 16:22:34.076736
150,153,5,2025-03-30 16:22:34.076628
857,464,5,2025-10-06 16:22:34.402768
793,403,5,2025-05-13 16:22:34.076383
726,189,5,2024-11-27 16:22:34.078168
285,257,5,2025-02-14 16:22:34.401216
937,99,5,2025-05-06 16:22:34.401117
390,443,5,2025-02-17 16:22:34.079384
705,332,5,2025-06-08 16:22:34.079954
928,313,5,2025-04-10 16:22:34.079935
242,209,5,2025-04-12 16:22:34.399738
950,221,5,2025-09-02 16:22:34.399862
643,173,5,2025-05-29 16:22:34.079600
980,223,5,2025-07-27 16:22:34.079497
866,138,5,2025-06-24 16:22:34.399980
205,293,5,2025-03-11 16:22:34.400861
609,414,5,2025-06-14 16:22:34.079170
30,441,5,2025-09-27 16:22:34.400300
876,288,5,2025-06-22 16:22:34.078922
551,232,5,2025-09-11 16:22:34.400506
545,439,5,2025-01-23 16:22:34.078588
409,109,5,2024-11-12 16:22:34.078568
612,217,5,2025-02-03 16:22:34.076365
374,126,5,2025-06-02 16:22:34.402800
981,51,5,2025-07-13 16:22:34.076056
916,246,5,2025-01-01 16:22:34.073330
839,152,5,2025-05-12 16:22:34.074008
840,128,5,2025-05-26 16:22:34.073783
870,434,5,2025-05-26 16:22:34.073685
181,450,5,2025-03-25 16:22:34.073573
788,255,5,2025-03-17 16:22:34.073458
41,2,5,2025-06-13 16:22:34.404804
413,66,5,2025-03-24 16:22:34.405289
171,236,5,2025-07-15 16:22:34.404347
180,216,5,2025-08-29 16:22:34.073008
471,138,5,2025-07-02 16:22:34.072905
250,233,5,2024-12-06 16:22:34.405509
948,101,5,2025-08-14 16:22:34.405527
723,351,5,2024-12-05 16:22:34.405628
448,404,5,2025-05-17 16:22:34.072659
524,287,5,2025-02-25 16:22:34.074134
83,93,5,2025-06-30 16:22:34.074260
103,256,5,2025-04-10 16:22:34.075847
67,130,5,2025-09-30 16:22:34.403764
187,485,5,2024-10-21 16:22:34.075636
934,231,5,2025-08-16 16:22:34.403265
260,251,5,2025-07-12 16:22:34.403466
993,263,5,2025-07-08 16:22:34.075308
843,338,5,2025-07-20 16:22:34.075081
598,220,5,2025-08-01 16:22:34.074979
829,436,5,2025-04-14 16:22:34.403883
73,348,5,2025-08-03 16:22:34.074363
516,137,5,2025-09-28 16:22:34.403903
308,289,5,2025-07-31 16:22:34.074733
400,293,5,2025-05-09 16:22:34.403921
889,454,5,2025-01-29 16:22:34.074699
972,143,5,2025-09-26 16:22:34.404145
292,360,5,2024-12-09 16:22:34.404248
433,90,5,2025-01-16 16:22:34.095989
57,238,5,2025-04-07 16:22:34.096231
860,478,5,2024-12-06 16:22:34.362599
239,282,5,2025-10-02 16:22:34.117955
666,83,5,2025-08-29 16:22:34.115778
535,181,5,2025-10-10 16:22:34.115673
648,121,5,2025-07-23 16:22:34.115572
26,56,5,2024-11-22 16:22:34.371634
567,89,5,2025-05-29 16:22:34.371739
792,389,5,2025-08-31 16:22:34.115347
879,59,5,2025-03-06 16:22:34.371866
945,216,5,2025-10-08 16:22:34.371971
822,424,5,2025-03-29 16:22:34.115204
6,114,5,2024-11-17 16:22:34.115081
804,80,5,2025-02-02 16:22:34.114859
935,93,5,2025-05-20 16:22:34.372182
243,167,5,2025-07-06 16:22:34.372601
867,407,5,2024-12-16 16:22:34.114445
431,345,5,2025-09-27 16:22:34.114345
975,488,5,2025-07-06 16:22:34.115880
521,207,5,2025-05-01 16:22:34.115898
98,212,5,2025-06-12 16:22:34.116013
4,414,5,2025-08-07 16:22:34.370344
651,484,5,2025-04-18 16:22:34.369572
851,28,5,2025-01-31 16:22:34.117641
151,138,5,2024-11-20 16:22:34.369679
295,272,5,2025-02-13 16:22:34.370142
631,90,5,2024-11-08 16:22:34.117305
897,351,5,2025-05-10 16:22:34.370246
878,381,5,2025-03-12 16:22:34.117070
411,425,5,2025-06-08 16:22:34.116130
766,336,5,2025-08-29 16:22:34.116836
904,300,5,2025-07-16 16:22:34.370854
452,447,5,2025-01-05 16:22:34.370957
346,420,5,2025-02-14 16:22:34.116591
766,180,5,2025-02-26 16:22:34.371083
115,271,5,2025-09-12 16:22:34.371294
410,269,5,2024-12-15 16:22:34.372618
147,359,5,2025-03-31 16:22:34.372725
441,405,5,2025-07-09 16:22:34.114209
481,131,5,2025-01-24 16:22:34.375404
104,349,5,2025-07-30 16:22:34.374828
464,173,5,2025-07-13 16:22:34.374930
574,409,5,2025-02-01 16:22:34.374948
868,114,5,2025-06-13 16:22:34.375053
436,59,5,2025-08-05 16:22:34.111754
957,464,5,2025-08-10 16:22:34.375296
752,183,5,2025-07-02 16:22:34.111599
784,447,5,2025-07-01 16:22:34.374707
27,250,5,2025-09-14 16:22:34.111497
835,152,5,2025-01-07 16:22:34.375511
693,163,5,2024-11-03 16:22:34.375529
768,378,5,2025-07-19 16:22:34.375545
723,24,5,2025-01-06 16:22:34.111159
821,257,5,2024-12-05 16:22:34.110927
46,280,5,2025-03-17 16:22:34.112059
445,406,5,2025-03-07 16:22:34.374601
586,448,5,2025-02-27 16:22:34.373054
954,403,5,2025-03-09 16:22:34.373945
609,186,5,2025-01-31 16:22:34.114078
39,170,5,2025-10-10 16:22:34.373371
873,101,5,2024-11-02 16:22:34.113704
269,5,5,2025-06-08 16:22:34.113596
83,343,5,2024-11-22 16:22:34.373476
649,294,5,2025-04-30 16:22:34.373699
560,351,5,2025-07-25 16:22:34.113174
331,391,5,2024-11-26 16:22:34.112380
512,193,5,2025-06-28 16:22:34.374069
465,172,5,2025-02-27 16:22:34.112920
153,132,5,2025-10-02 16:22:34.374278
881,100,5,2024-11-19 16:22:34.374498
982,89,5,2025-03-02 16:22:34.112587
715,346,5,2025-09-08 16:22:34.112484
444,83,5,2025-06-30 16:22:34.117846
109,446,5,2024-12-15 16:22:34.369554
787,245,5,2025-03-25 16:22:34.110716
319,480,5,2025-08-10 16:22:34.369082
638,451,5,2025-03-26 16:22:34.364729
521,492,5,2025-09-12 16:22:34.123987
568,351,5,2025-09-02 16:22:34.123970
950,323,5,2024-12-10 16:22:34.123869
816,34,5,2025-08-01 16:22:34.123761
905,437,5,2025-06-03 16:22:34.123658
113,399,5,2024-12-12 16:22:34.364913
773,136,5,2025-07-06 16:22:34.123524
992,256,5,2025-08-07 16:22:34.123505
485,307,5,2025-06-22 16:22:34.123356
591,140,5,2024-10-25 16:22:34.123128
185,110,5,2025-03-12 16:22:34.365486
697,299,5,2024-11-12 16:22:34.123095
175,158,5,2025-09-17 16:22:34.122981
454,181,5,2025-01-30 16:22:34.365599
756,293,5,2025-01-18 16:22:34.124205
259,325,5,2025-08-02 16:22:34.364486
380,56,5,2025-01-03 16:22:34.124326
114,200,5,2025-06-26 16:22:34.125066
946,4,5,2024-12-16 16:22:34.362825
902,446,5,2025-01-30 16:22:34.363080
668,66,5,2025-09-23 16:22:34.125548
183,14,5,2025-08-27 16:22:34.125529
400,350,5,2025-09-01 16:22:34.363310
758,149,5,2025-01-02 16:22:34.125271
863,270,5,2025-04-29 16:22:34.124944
42,462,5,2025-10-08 16:22:34.364343
429,441,5,2025-06-16 16:22:34.363903
591,410,5,2025-01-29 16:22:34.364017
314,4,5,2025-06-08 16:22:34.124801
260,191,5,2024-11-03 16:22:34.124699
57,493,5,2025-02-22 16:22:34.364132
110,338,5,2024-12-20 16:22:34.124466
812,406,5,2025-02-27 16:22:34.365839
510,393,5,2025-05-03 16:22:34.122434
883,357,5,2024-11-24 16:22:34.365963
660,243,5,2025-03-11 16:22:34.368051
529,349,5,2025-04-24 16:22:34.367336
287,261,5,2025-07-05 16:22:34.367464
345,361,5,2025-02-09 16:22:34.119713
127,54,5,2025-03-01 16:22:34.119599
230,439,5,2025-04-29 16:22:34.119368
80,475,5,2025-08-27 16:22:34.367691
997,159,5,2025-02-06 16:22:34.368273
284,53,5,2024-12-31 16:22:34.120238
87,330,5,2025-01-03 16:22:34.368289
49,32,5,2025-10-18 16:22:34.368401
485,445,5,2025-04-03 16:22:34.118672
212,279,5,2025-09-17 16:22:34.368633
32,436,5,2025-03-14 16:22:34.118555
492,238,5,2025-08-13 16:22:34.368852
652,446,5,2024-12-15 16:22:34.120025
34,467,5,2025-04-16 16:22:34.120339
990,90,5,2025-03-11 16:22:34.122107
627,392,5,2025-09-12 16:22:34.121464
139,437,5,2024-12-28 16:22:34.121979
135,36,5,2025-03-23 16:22:34.121865
531,463,5,2025-03-29 16:22:34.121744
689,342,5,2025-04-27 16:22:34.121725
47,64,5,2025-07-16 16:22:34.121704
991,74,5,2025-02-23 16:22:34.121587
182,304,5,2025-07-06 16:22:34.121444
414,93,5,2025-07-08 16:22:34.367024
272,321,5,2025-10-01 16:22:34.121319
557,416,5,2025-04-23 16:22:34.121037
782,17,5,2025-03-11 16:22:34.120910
526,131,5,2025-02-15 16:22:34.120808
826,458,5,2025-04-18 16:22:34.366793
728,89,5,2024-12-30 16:22:34.120482
507,341,5,2025-07-09 16:22:34.110825
107,335,5,2024-11-02 16:22:34.110699
35,97,5,2025-04-30 16:22:34.096336
902,333,5,2025-01-20 16:22:34.103964
133,193,5,2025-01-19 16:22:34.101741
264,183,5,2025-10-13 16:22:34.101497
685,347,5,2024-12-16 16:22:34.101346
136,313,5,2025-07-07 16:22:34.384967
686,356,5,2025-02-22 16:22:34.385072
348,268,5,2025-08-31 16:22:34.101111
722,48,5,2025-02-28 16:22:34.100994
293,366,5,2025-01-31 16:22:34.100891
705,414,5,2025-02-28 16:22:34.385176
68,486,5,2025-09-30 16:22:34.100766
698,198,5,2024-12-08 16:22:34.385278
367,244,5,2024-12-12 16:22:34.100555
94,67,5,2025-03-21 16:22:34.385478
932,24,5,2025-01-09 16:22:34.100332
308,189,5,2024-12-30 16:22:34.385580
754,31,5,2025-05-19 16:22:34.384619
9,174,5,2025-06-07 16:22:34.384302
622,62,5,2025-09-16 16:22:34.102075
486,187,5,2025-08-16 16:22:34.383104
247,89,5,2025-04-30 16:22:34.103532
658,414,5,2025-04-27 16:22:34.382836
431,312,5,2025-08-19 16:22:34.103323
77,5,5,2024-11-28 16:22:34.103221
547,282,5,2024-11-03 16:22:34.382945
179,224,5,2025-06-10 16:22:34.382978
659,110,5,2025-02-11 16:22:34.383204
732,471,5,2025-07-06 16:22:34.384086
598,490,5,2025-07-14 16:22:34.383311
702,74,5,2025-05-10 16:22:34.383417
647,6,5,2025-03-11 16:22:34.383529
133,123,5,2025-08-05 16:22:34.383628
674,358,5,2025-10-17 16:22:34.383757
82,175,5,2025-02-09 16:22:34.102286
95,446,5,2025-06-23 16:22:34.100024
253,413,5,2024-11-14 16:22:34.099905
719,263,5,2025-03-14 16:22:34.099674
270,170,5,2025-02-04 16:22:34.097117
240,189,5,2025-08-28 16:22:34.386738
176,428,5,2024-12-22 16:22:34.386959
975,43,5,2025-07-13 16:22:34.097503
273,327,5,2024-11-09 16:22:34.097381
833,110,5,2025-02-09 16:22:34.387060
438,125,5,2025-10-10 16:22:34.387272
997,226,5,2025-09-18 16:22:34.097009
164,293,5,2024-10-23 16:22:34.097925
356,153,5,2025-07-05 16:22:34.387291
540,496,5,2025-09-20 16:22:34.387403
647,188,5,2025-07-04 16:22:34.387521
741,285,5,2025-06-28 16:22:34.387763
891,302,5,2025-03-28 16:22:34.387862
609,239,5,2024-12-10 16:22:34.096440
624,396,5,2024-11-17 16:22:34.097825
523,205,5,2025-04-15 16:22:34.098040
747,373,5,2025-06-02 16:22:34.385907
208,426,5,2024-12-18 16:22:34.099143
872,499,5,2024-11-19 16:22:34.099640
45,252,5,2025-01-13 16:22:34.099621
749,306,5,2025-08-11 16:22:34.099506
192,442,5,2024-11-06 16:22:34.099395
365,202,5,2025-08-10 16:22:34.386020
774,376,5,2024-11-27 16:22:34.099161
467,63,5,2024-12-02 16:22:34.099035
483,290,5,2025-08-02 16:22:34.098142
723,285,5,2024-11-07 16:22:34.098935
280,421,5,2025-10-17 16:22:34.386288
947,260,5,2024-10-21 16:22:34.098587
868,353,5,2025-02-21 16:22:34.098466
822,56,5,2025-06-17 16:22:34.098447
498,418,5,2025-02-13 16:22:34.386637
273,18,5,2025-10-14 16:22:34.382802
571,211,5,2025-02-23 16:22:34.104191
598,11,5,2025-06-03 16:22:34.375982
496,354,5,2024-10-27 16:22:34.382468
576,383,5,2025-04-17 16:22:34.377417
398,170,5,2025-09-06 16:22:34.378094
984,263,5,2025-06-13 16:22:34.108342
113,333,5,2024-12-02 16:22:34.378322
653,129,5,2025-03-13 16:22:34.378340
78,303,5,2025-07-22 16:22:34.107977
365,393,5,2025-03-23 16:22:34.378566
798,63,5,2025-06-09 16:22:34.378772
905,277,5,2025-06-13 16:22:34.378971
684,336,5,2024-11-17 16:22:34.379170
249,383,5,2025-03-15 16:22:34.107608
567,468,5,2025-04-15 16:22:34.107591
57,156,5,2025-07-07 16:22:34.107479
946,266,5,2025-01-21 16:22:34.107377
44,439,5,2024-11-23 16:22:34.379187
621,28,5,2025-07-14 16:22:34.108914
601,117,5,2025-05-14 16:22:34.377310
908,137,5,2025-04-09 16:22:34.109054
744,391,5,2025-10-18 16:22:34.110107
688,452,5,2025-08-05 16:22:34.376086
459,471,5,2024-10-25 16:22:34.376188
204,9,5,2025-02-18 16:22:34.110446
876,460,5,2025-01-01 16:22:34.376294
363,157,5,2025-01-02 16:22:34.376396
766,269,5,2025-02-18 16:22:34.376502
808,344,5,2025-02-09 16:22:34.376605
685,1,5,2024-11-19 16:22:34.377209
1,196,5,2025-08-28 16:22:34.109865
72,148,5,2025-04-02 16:22:34.376704
548,438,5,2025-03-18 16:22:34.109641
53,372,5,2025-02-12 16:22:34.376847
239,351,5,2025-05-19 16:22:34.109498
703,292,5,2025-01-25 16:22:34.109276
614,357,5,2024-10-28 16:22:34.107238
721,438,5,2025-04-24 16:22:34.379291
500,29,5,2025-05-24 16:22:34.107005
739,385,5,2025-08-26 16:22:34.104825
457,222,5,2025-06-08 16:22:34.380821
577,38,5,2025-01-07 16:22:34.381054
432,471,5,2024-11-03 16:22:34.381443
362,259,5,2024-10-22 16:22:34.381568
922,382,5,2025-06-02 16:22:34.104950
537,63,5,2024-11-30 16:22:34.104930
190,441,5,2025-02-19 16:22:34.104718
364,4,5,2025-09-27 16:22:34.105360
611,109,5,2024-12-23 16:22:34.381873
396,204,5,2025-03-29 16:22:34.381982
879,466,5,2025-09-20 16:22:34.382087
117,434,5,2025-01-06 16:22:34.104515
178,388,5,2024-12-04 16:22:34.382430
795,36,5,2025-09-19 16:22:34.104310
211,476,5,2025-03-16 16:22:34.380622
112,65,5,2025-10-10 16:22:34.380296
934,387,5,2025-06-11 16:22:34.106784
659,378,5,2025-10-12 16:22:34.106060
464,182,5,2024-12-28 16:22:34.106685
214,414,5,2025-01-22 16:22:34.379416
833,204,5,2025-08-26 16:22:34.106480
666,342,5,2024-12-25 16:22:34.106380
953,129,5,2025-06-24 16:22:34.379524
471,448,5,2025-07-27 16:22:34.106174
617,16,5,2025-07-01 16:22:34.379644
153,236,5,2025-03-22 16:22:34.380194
830,51,5,2024-12-04 16:22:34.105804
323,326,5,2025-04-30 16:22:34.105668
772,296,5,2025-08-24 16:22:34.379886
578,322,5,2025-06-26 16:22:34.380089
372,315,5,2025-07-18 16:22:34.105515
432,288,5,2025-05-31 16:22:34.105408
442,38,5,2025-04-15 16:22:34.064102
569,25,5,2025-02-12 16:22:34.413538
338,376,5,2025-02-21 16:22:34.063854
108,316,5,2025-02-03 16:22:34.025764
812,413,5,2025-08-01 16:22:34.447647
245,4,5,2025-02-02 16:22:34.447747
323,231,5,2024-10-23 16:22:34.023710
898,241,5,2025-01-11 16:22:34.023608
756,139,5,2025-07-11 16:22:34.448316
973,272,5,2025-04-08 16:22:34.023393
894,450,5,2025-07-02 16:22:34.023292
406,473,5,2025-07-16 16:22:34.023184
862,37,5,2025-09-19 16:22:34.448417
802,19,5,2025-09-03 16:22:34.448632
924,323,5,2025-09-15 16:22:34.022738
398,173,5,2025-09-15 16:22:34.022636
685,394,5,2024-11-20 16:22:34.448857
11,18,5,2025-03-21 16:22:34.022413
767,286,5,2025-09-20 16:22:34.022307
974,473,5,2025-04-30 16:22:34.447546
702,468,5,2025-09-17 16:22:34.447306
795,374,5,2024-12-09 16:22:34.446965
861,362,5,2025-08-26 16:22:34.025353
757,310,5,2025-02-19 16:22:34.445496
156,388,5,2025-07-09 16:22:34.445599
146,153,5,2024-12-26 16:22:34.445699
917,396,5,2025-03-17 16:22:34.025591
258,408,5,2025-08-06 16:22:34.445798
418,293,5,2025-05-29 16:22:34.025465
209,152,5,2024-12-23 16:22:34.025248
152,468,5,2024-10-29 16:22:34.024417
550,116,5,2025-08-16 16:22:34.025028
63,408,5,2025-03-30 16:22:34.446017
198,261,5,2025-09-04 16:22:34.446038
769,306,5,2025-02-23 16:22:34.024878
786,222,5,2025-10-02 16:22:34.024670
366,451,5,2025-04-01 16:22:34.024560
826,470,5,2025-05-05 16:22:34.448968
348,225,5,2024-11-14 16:22:34.449187
29,486,5,2025-05-30 16:22:34.449311
638,157,5,2025-02-03 16:22:34.451633
883,185,5,2025-08-07 16:22:34.019436
648,427,5,2025-09-15 16:22:34.451083
586,231,5,2025-04-01 16:22:34.451229
13,340,5,2025-01-16 16:22:34.451246
799,324,5,2024-10-22 16:22:34.451355
632,146,5,2025-09-14 16:22:34.451493
765,313,5,2024-11-16 16:22:34.019003
355,488,5,2025-01-31 16:22:34.450965
441,364,5,2025-01-25 16:22:34.451876
229,217,5,2025-10-17 16:22:34.451976
959,283,5,2025-09-19 16:22:34.018558
361,325,5,2025-02-27 16:22:34.452185
