user_id,song_id,rating,timestamp,user_idx,song_idx
311,421,5,2025-06-29 16:22:34.093072,311,421
686,178,5,2025-07-06 16:22:34.390232,686,178
932,1,5,2025-03-17 16:22:34.092934,932,1
252,107,5,2024-11-10 16:22:34.092822,252,107
339,222,5,2024-12-17 16:22:34.092714,339,222
779,463,5,2025-03-22 16:22:34.389451,779,463
309,373,5,2025-03-17 16:22:34.389243,309,373
514,6,5,2025-10-20 16:22:34.094536,514,6
180,290,5,2025-02-21 16:22:34.388672,180,290
259,108,5,2024-12-13 16:22:34.388121,259,108
737,325,5,2025-03-28 16:22:34.388224,737,325
432,122,5,2025-01-17 16:22:34.095835,432,122
581,396,5,2025-04-22 16:22:34.095726,581,396
17,13,5,2025-08-07 16:22:34.388330,17,13
619,465,5,2025-03-23 16:22:34.388446,619,465
493,409,5,2025-06-30 16:22:34.388791,493,409
519,355,5,2025-05-28 16:22:34.094850,519,355
481,302,5,2025-01-18 16:22:34.095352,481,302
493,287,5,2025-07-02 16:22:34.388809,493,287
213,22,5,2025-04-05 16:22:34.095133,213,22
268,97,5,2025-09-13 16:22:34.388917,268,97
224,218,5,2024-12-10 16:22:34.095091,224,218
881,54,5,2025-03-01 16:22:34.094977,881,54
884,375,5,2025-09-28 16:22:34.092591,884,375
401,312,5,2025-07-31 16:22:34.390538,401,312
628,138,5,2025-10-05 16:22:34.390644,628,138
527,367,5,2025-06-28 16:22:34.393448,527,367
634,175,5,2025-04-06 16:22:34.089601,634,175
910,89,5,2025-03-04 16:22:34.393238,910,89
119,264,5,2025-04-12 16:22:34.393345,119,264
954,310,5,2025-04-25 16:22:34.089551,954,310
723,255,5,2025-07-22 16:22:34.089444,723,255
199,219,5,2024-11-01 16:22:34.089344,199,219
819,463,5,2024-11-18 16:22:34.393549,819,463
585,94,5,2025-08-16 16:22:34.089845,585,94
126,396,5,2025-06-01 16:22:34.393655,126,396
696,495,5,2025-08-14 16:22:34.393849,696,495
295,292,5,2024-11-10 16:22:34.393959,295,292
396,388,5,2025-01-14 16:22:34.089143,396,388
323,410,5,2025-09-03 16:22:34.089000,323,410
421,349,5,2025-04-01 16:22:34.088868,421,349
427,73,5,2025-02-21 16:22:34.089616,427,73
911,471,5,2024-12-25 16:22:34.392852,911,471
818,440,5,2025-03-25 16:22:34.092259,818,440
208,446,5,2025-02-12 16:22:34.391325,208,446
396,135,5,2025-05-26 16:22:34.092155,396,135
526,297,5,2025-10-13 16:22:34.091915,526,297
446,38,5,2025-08-23 16:22:34.091811,446,38
319,145,5,2024-11-30 16:22:34.390849,319,145
154,459,5,2024-12-11 16:22:34.091382,154,459
420,270,5,2025-08-16 16:22:34.391308,420,270
392,179,5,2025-03-01 16:22:34.391546,392,179
404,53,5,2025-09-07 16:22:34.392413,404,53
344,41,5,2024-11-08 16:22:34.391895,344,41
284,435,5,2025-03-29 16:22:34.392048,284,435
668,369,5,2024-11-08 16:22:34.090571,668,369
562,405,5,2025-03-24 16:22:34.090464,562,405
521,242,5,2025-05-07 16:22:34.090431,521,242
435,238,5,2025-05-20 16:22:34.090326,435,238
704,356,5,2024-12-12 16:22:34.399333,704,356
992,294,5,2025-01-10 16:22:34.399438,992,294
217,89,5,2025-01-11 16:22:34.096107,217,89
396,362,5,2025-07-03 16:22:34.072387,396,362
876,344,5,2024-11-06 16:22:34.407775,876,344
354,394,5,2025-04-06 16:22:34.069985,354,394
981,320,5,2025-09-06 16:22:34.069967,981,320
518,327,5,2025-02-09 16:22:34.069756,518,327
782,333,5,2025-01-10 16:22:34.407811,782,333
377,481,5,2024-11-26 16:22:34.407932,377,481
228,290,5,2024-11-04 16:22:34.069593,228,290
846,124,5,2024-10-24 16:22:34.408277,846,124
913,130,5,2024-11-17 16:22:34.069350,913,130
713,392,5,2025-05-07 16:22:34.408601,713,392
697,2,5,2025-05-09 16:22:34.069131,697,2
605,487,5,2025-02-24 16:22:34.408696,605,487
458,107,5,2024-12-16 16:22:34.408899,458,107
608,384,5,2025-03-09 16:22:34.068712,608,384
368,160,5,2025-06-08 16:22:34.409298,368,160
174,321,5,2025-09-02 16:22:34.070191,174,321
358,252,5,2025-01-29 16:22:34.070318,358,252
873,350,5,2025-06-24 16:22:34.407334,873,350
967,174,5,2024-10-29 16:22:34.071424,967,174
849,233,5,2025-02-08 16:22:34.406141,849,233
751,278,5,2024-12-08 16:22:34.406159,751,278
689,11,5,2024-11-22 16:22:34.072086,689,11
105,314,5,2025-02-08 16:22:34.406403,105,314
184,285,5,2025-04-15 16:22:34.071867,184,285
669,281,5,2025-06-23 16:22:34.406710,669,281
585,3,5,2024-11-01 16:22:34.071318,585,3
754,104,5,2024-12-24 16:22:34.070531,754,104
847,491,5,2025-02-26 16:22:34.406951,847,491
785,483,5,2025-09-20 16:22:34.406970,785,483
310,213,5,2024-12-14 16:22:34.071097,310,213
631,397,5,2025-04-18 16:22:34.070859,631,397
745,15,5,2024-12-20 16:22:34.070754,745,15
404,423,5,2025-04-06 16:22:34.070643,404,423
815,336,5,2025-06-08 16:22:34.068218,815,336
574,194,5,2025-01-04 16:22:34.068108,574,194
644,320,5,2025-01-30 16:22:34.409315,644,320
432,93,5,2025-02-24 16:22:34.064740,432,93
747,57,5,2025-01-08 16:22:34.065249,747,57
321,480,5,2025-09-29 16:22:34.065131,321,480
788,440,5,2025-03-04 16:22:34.065025,788,440
514,162,5,2025-05-22 16:22:34.412606,514,162
876,377,5,2025-07-10 16:22:34.064862,876,377
963,243,5,2025-08-16 16:22:34.412722,963,243
761,137,5,2025-05-31 16:22:34.064722,761,137
684,111,5,2024-12-20 16:22:34.412382,684,111
158,385,5,2025-04-16 16:22:34.412840,158,385
637,50,5,2025-05-16 16:22:34.413070,637,50
778,154,5,2025-03-13 16:22:34.413179,778,154
813,85,5,2025-05-19 16:22:34.064250,813,85
0,369,5,2025-03-13 16:22:34.413288,0,369
473,88,5,2024-12-11 16:22:34.413409,473,88
473,165,5,2024-12-01 16:22:34.065283,473,165
532,61,5,2025-06-22 16:22:34.065494,532,61
58,22,5,2025-09-14 16:22:34.067798,58,22
501,346,5,2025-09-11 16:22:34.410791,501,346
914,210,5,2025-10-09 16:22:34.409665,914,210
866,400,5,2025-06-22 16:22:34.067126,866,400
499,149,5,2025-02-02 16:22:34.066997,499,149
183,250,5,2024-12-17 16:22:34.066891,183,250
456,61,5,2025-01-30 16:22:34.410242,456,61
590,471,5,2025-08-17 16:22:34.410665,590,471
3,33,5,2025-06-25 16:22:34.410921,3,33
375,408,5,2025-07-16 16:22:34.412166,375,408
970,228,5,2025-03-08 16:22:34.066325,970,228
765,446,5,2025-01-15 16:22:34.411045,765,446
796,330,5,2025-03-03 16:22:34.066187,796,330
85,153,5,2025-09-30 16:22:34.411406,85,153
104,249,5,2025-10-12 16:22:34.411510,104,249
882,22,5,2024-12-18 16:22:34.072240,882,22
375,186,5,2025-06-03 16:22:34.072517,375,186
700,363,5,2025-07-28 16:22:34.399539,700,363
65,141,5,2025-06-26 16:22:34.405730,65,141
180,258,5,2025-09-14 16:22:34.077967,180,258
241,181,5,2025-09-01 16:22:34.077870,241,181
82,290,5,2025-02-28 16:22:34.077764,82,290
924,468,5,2025-06-18 16:22:34.077662,924,468
550,442,5,2025-09-19 16:22:34.401353,550,442
455,497,5,2024-11-22 16:22:34.401478,455,497
602,418,5,2025-08-20 16:22:34.401726,602,418
468,355,5,2025-02-15 16:22:34.077202,468,355
528,79,5,2025-06-18 16:22:34.076993,528,79
578,33,5,2025-04-22 16:22:34.402306,578,33
56,295,5,2025-04-18 16:22:34.402546,56,295
167,457,5,2025-08-05 16:22:34.076736,167,457
150,153,5,2025-03-30 16:22:34.076628,150,153
857,464,5,2025-10-06 16:22:34.402768,857,464
793,403,5,2025-05-13 16:22:34.076383,793,403
726,189,5,2024-11-27 16:22:34.078168,726,189
285,257,5,2025-02-14 16:22:34.401216,285,257
937,99,5,2025-05-06 16:22:34.401117,937,99
390,443,5,2025-02-17 16:22:34.079384,390,443
705,332,5,2025-06-08 16:22:34.079954,705,332
928,313,5,2025-04-10 16:22:34.079935,928,313
242,209,5,2025-04-12 16:22:34.399738,242,209
950,221,5,2025-09-02 16:22:34.399862,950,221
643,173,5,2025-05-29 16:22:34.079600,643,173
980,223,5,2025-07-27 16:22:34.079497,980,223
866,138,5,2025-06-24 16:22:34.399980,866,138
205,293,5,2025-03-11 16:22:34.400861,205,293
609,414,5,2025-06-14 16:22:34.079170,609,414
30,441,5,2025-09-27 16:22:34.400300,30,441
876,288,5,2025-06-22 16:22:34.078922,876,288
551,232,5,2025-09-11 16:22:34.400506,551,232
545,439,5,2025-01-23 16:22:34.078588,545,439
409,109,5,2024-11-12 16:22:34.078568,409,109
612,217,5,2025-02-03 16:22:34.076365,612,217
374,126,5,2025-06-02 16:22:34.402800,374,126
981,51,5,2025-07-13 16:22:34.076056,981,51
916,246,5,2025-01-01 16:22:34.073330,916,246
839,152,5,2025-05-12 16:22:34.074008,839,152
840,128,5,2025-05-26 16:22:34.073783,840,128
870,434,5,2025-05-26 16:22:34.073685,870,434
181,450,5,2025-03-25 16:22:34.073573,181,450
788,255,5,2025-03-17 16:22:34.073458,788,255
41,2,5,2025-06-13 16:22:34.404804,41,2
413,66,5,2025-03-24 16:22:34.405289,413,66
171,236,5,2025-07-15 16:22:34.404347,171,236
180,216,5,2025-08-29 16:22:34.073008,180,216
471,138,5,2025-07-02 16:22:34.072905,471,138
250,233,5,2024-12-06 16:22:34.405509,250,233
948,101,5,2025-08-14 16:22:34.405527,948,101
723,351,5,2024-12-05 16:22:34.405628,723,351
448,404,5,2025-05-17 16:22:34.072659,448,404
524,287,5,2025-02-25 16:22:34.074134,524,287
83,93,5,2025-06-30 16:22:34.074260,83,93
103,256,5,2025-04-10 16:22:34.075847,103,256
67,130,5,2025-09-30 16:22:34.403764,67,130
187,485,5,2024-10-21 16:22:34.075636,187,485
934,231,5,2025-08-16 16:22:34.403265,934,231
260,251,5,2025-07-12 16:22:34.403466,260,251
993,263,5,2025-07-08 16:22:34.075308,993,263
843,338,5,2025-07-20 16:22:34.075081,843,338
598,220,5,2025-08-01 16:22:34.074979,598,220
829,436,5,2025-04-14 16:22:34.403883,829,436
73,348,5,2025-08-03 16:22:34.074363,73,348
516,137,5,2025-09-28 16:22:34.403903,516,137
308,289,5,2025-07-31 16:22:34.074733,308,289
400,293,5,2025-05-09 16:22:34.403921,400,293
889,454,5,2025-01-29 16:22:34.074699,889,454
972,143,5,2025-09-26 16:22:34.404145,972,143
292,360,5,2024-12-09 16:22:34.404248,292,360
433,90,5,2025-01-16 16:22:34.095989,433,90
57,238,5,2025-04-07 16:22:34.096231,57,238
860,478,5,2024-12-06 16:22:34.362599,860,478
239,282,5,2025-10-02 16:22:34.117955,239,282
666,83,5,2025-08-29 16:22:34.115778,666,83
535,181,5,2025-10-10 16:22:34.115673,535,181
648,121,5,2025-07-23 16:22:34.115572,648,121
26,56,5,2024-11-22 16:22:34.371634,26,56
567,89,5,2025-05-29 16:22:34.371739,567,89
792,389,5,2025-08-31 16:22:34.115347,792,389
879,59,5,2025-03-06 16:22:34.371866,879,59
945,216,5,2025-10-08 16:22:34.371971,945,216
822,424,5,2025-03-29 16:22:34.115204,822,424
6,114,5,2024-11-17 16:22:34.115081,6,114
804,80,5,2025-02-02 16:22:34.114859,804,80
935,93,5,2025-05-20 16:22:34.372182,935,93
243,167,5,2025-07-06 16:22:34.372601,243,167
867,407,5,2024-12-16 16:22:34.114445,867,407
431,345,5,2025-09-27 16:22:34.114345,431,345
975,488,5,2025-07-06 16:22:34.115880,975,488
521,207,5,2025-05-01 16:22:34.115898,521,207
98,212,5,2025-06-12 16:22:34.116013,98,212
4,414,5,2025-08-07 16:22:34.370344,4,414
651,484,5,2025-04-18 16:22:34.369572,651,484
851,28,5,2025-01-31 16:22:34.117641,851,28
151,138,5,2024-11-20 16:22:34.369679,151,138
295,272,5,2025-02-13 16:22:34.370142,295,272
631,90,5,2024-11-08 16:22:34.117305,631,90
897,351,5,2025-05-10 16:22:34.370246,897,351
878,381,5,2025-03-12 16:22:34.117070,878,381
411,425,5,2025-06-08 16:22:34.116130,411,425
766,336,5,2025-08-29 16:22:34.116836,766,336
904,300,5,2025-07-16 16:22:34.370854,904,300
452,447,5,2025-01-05 16:22:34.370957,452,447
346,420,5,2025-02-14 16:22:34.116591,346,420
766,180,5,2025-02-26 16:22:34.371083,766,180
115,271,5,2025-09-12 16:22:34.371294,115,271
410,269,5,2024-12-15 16:22:34.372618,410,269
147,359,5,2025-03-31 16:22:34.372725,147,359
441,405,5,2025-07-09 16:22:34.114209,441,405
481,131,5,2025-01-24 16:22:34.375404,481,131
104,349,5,2025-07-30 16:22:34.374828,104,349
464,173,5,2025-07-13 16:22:34.374930,464,173
574,409,5,2025-02-01 16:22:34.374948,574,409
868,114,5,2025-06-13 16:22:34.375053,868,114
436,59,5,2025-08-05 16:22:34.111754,436,59
957,464,5,2025-08-10 16:22:34.375296,957,464
752,183,5,2025-07-02 16:22:34.111599,752,183
784,447,5,2025-07-01 16:22:34.374707,784,447
27,250,5,2025-09-14 16:22:34.111497,27,250
835,152,5,2025-01-07 16:22:34.375511,835,152
693,163,5,2024-11-03 16:22:34.375529,693,163
768,378,5,2025-07-19 16:22:34.375545,768,378
723,24,5,2025-01-06 16:22:34.111159,723,24
821,257,5,2024-12-05 16:22:34.110927,821,257
46,280,5,2025-03-17 16:22:34.112059,46,280
445,406,5,2025-03-07 16:22:34.374601,445,406
586,448,5,2025-02-27 16:22:34.373054,586,448
954,403,5,2025-03-09 16:22:34.373945,954,403
609,186,5,2025-01-31 16:22:34.114078,609,186
39,170,5,2025-10-10 16:22:34.373371,39,170
873,101,5,2024-11-02 16:22:34.113704,873,101
269,5,5,2025-06-08 16:22:34.113596,269,5
83,343,5,2024-11-22 16:22:34.373476,83,343
649,294,5,2025-04-30 16:22:34.373699,649,294
560,351,5,2025-07-25 16:22:34.113174,560,351
331,391,5,2024-11-26 16:22:34.112380,331,391
512,193,5,2025-06-28 16:22:34.374069,512,193
465,172,5,2025-02-27 16:22:34.112920,465,172
153,132,5,2025-10-02 16:22:34.374278,153,132
881,100,5,2024-11-19 16:22:34.374498,881,100
982,89,5,2025-03-02 16:22:34.112587,982,89
715,346,5,2025-09-08 16:22:34.112484,715,346
444,83,5,2025-06-30 16:22:34.117846,444,83
109,446,5,2024-12-15 16:22:34.369554,109,446
787,245,5,2025-03-25 16:22:34.110716,787,245
319,480,5,2025-08-10 16:22:34.369082,319,480
638,451,5,2025-03-26 16:22:34.364729,638,451
521,492,5,2025-09-12 16:22:34.123987,521,492
568,351,5,2025-09-02 16:22:34.123970,568,351
950,323,5,2024-12-10 16:22:34.123869,950,323
816,34,5,2025-08-01 16:22:34.123761,816,34
905,437,5,2025-06-03 16:22:34.123658,905,437
113,399,5,2024-12-12 16:22:34.364913,113,399
773,136,5,2025-07-06 16:22:34.123524,773,136
992,256,5,2025-08-07 16:22:34.123505,992,256
485,307,5,2025-06-22 16:22:34.123356,485,307
591,140,5,2024-10-25 16:22:34.123128,591,140
185,110,5,2025-03-12 16:22:34.365486,185,110
697,299,5,2024-11-12 16:22:34.123095,697,299
175,158,5,2025-09-17 16:22:34.122981,175,158
454,181,5,2025-01-30 16:22:34.365599,454,181
756,293,5,2025-01-18 16:22:34.124205,756,293
259,325,5,2025-08-02 16:22:34.364486,259,325
380,56,5,2025-01-03 16:22:34.124326,380,56
114,200,5,2025-06-26 16:22:34.125066,114,200
946,4,5,2024-12-16 16:22:34.362825,946,4
902,446,5,2025-01-30 16:22:34.363080,902,446
668,66,5,2025-09-23 16:22:34.125548,668,66
183,14,5,2025-08-27 16:22:34.125529,183,14
400,350,5,2025-09-01 16:22:34.363310,400,350
758,149,5,2025-01-02 16:22:34.125271,758,149
863,270,5,2025-04-29 16:22:34.124944,863,270
42,462,5,2025-10-08 16:22:34.364343,42,462
429,441,5,2025-06-16 16:22:34.363903,429,441
591,410,5,2025-01-29 16:22:34.364017,591,410
314,4,5,2025-06-08 16:22:34.124801,314,4
260,191,5,2024-11-03 16:22:34.124699,260,191
57,493,5,2025-02-22 16:22:34.364132,57,493
110,338,5,2024-12-20 16:22:34.124466,110,338
812,406,5,2025-02-27 16:22:34.365839,812,406
510,393,5,2025-05-03 16:22:34.122434,510,393
883,357,5,2024-11-24 16:22:34.365963,883,357
660,243,5,2025-03-11 16:22:34.368051,660,243
529,349,5,2025-04-24 16:22:34.367336,529,349
287,261,5,2025-07-05 16:22:34.367464,287,261
345,361,5,2025-02-09 16:22:34.119713,345,361
127,54,5,2025-03-01 16:22:34.119599,127,54
230,439,5,2025-04-29 16:22:34.119368,230,439
80,475,5,2025-08-27 16:22:34.367691,80,475
997,159,5,2025-02-06 16:22:34.368273,997,159
284,53,5,2024-12-31 16:22:34.120238,284,53
87,330,5,2025-01-03 16:22:34.368289,87,330
49,32,5,2025-10-18 16:22:34.368401,49,32
485,445,5,2025-04-03 16:22:34.118672,485,445
212,279,5,2025-09-17 16:22:34.368633,212,279
32,436,5,2025-03-14 16:22:34.118555,32,436
492,238,5,2025-08-13 16:22:34.368852,492,238
652,446,5,2024-12-15 16:22:34.120025,652,446
34,467,5,2025-04-16 16:22:34.120339,34,467
990,90,5,2025-03-11 16:22:34.122107,990,90
627,392,5,2025-09-12 16:22:34.121464,627,392
139,437,5,2024-12-28 16:22:34.121979,139,437
135,36,5,2025-03-23 16:22:34.121865,135,36
531,463,5,2025-03-29 16:22:34.121744,531,463
689,342,5,2025-04-27 16:22:34.121725,689,342
47,64,5,2025-07-16 16:22:34.121704,47,64
991,74,5,2025-02-23 16:22:34.121587,991,74
182,304,5,2025-07-06 16:22:34.121444,182,304
414,93,5,2025-07-08 16:22:34.367024,414,93
272,321,5,2025-10-01 16:22:34.121319,272,321
557,416,5,2025-04-23 16:22:34.121037,557,416
782,17,5,2025-03-11 16:22:34.120910,782,17
526,131,5,2025-02-15 16:22:34.120808,526,131
826,458,5,2025-04-18 16:22:34.366793,826,458
728,89,5,2024-12-30 16:22:34.120482,728,89
507,341,5,2025-07-09 16:22:34.110825,507,341
107,335,5,2024-11-02 16:22:34.110699,107,335
35,97,5,2025-04-30 16:22:34.096336,35,97
902,333,5,2025-01-20 16:22:34.103964,902,333
133,193,5,2025-01-19 16:22:34.101741,133,193
264,183,5,2025-10-13 16:22:34.101497,264,183
685,347,5,2024-12-16 16:22:34.101346,685,347
136,313,5,2025-07-07 16:22:34.384967,136,313
686,356,5,2025-02-22 16:22:34.385072,686,356
348,268,5,2025-08-31 16:22:34.101111,348,268
722,48,5,2025-02-28 16:22:34.100994,722,48
293,366,5,2025-01-31 16:22:34.100891,293,366
705,414,5,2025-02-28 16:22:34.385176,705,414
68,486,5,2025-09-30 16:22:34.100766,68,486
698,198,5,2024-12-08 16:22:34.385278,698,198
367,244,5,2024-12-12 16:22:34.100555,367,244
94,67,5,2025-03-21 16:22:34.385478,94,67
932,24,5,2025-01-09 16:22:34.100332,932,24
308,189,5,2024-12-30 16:22:34.385580,308,189
754,31,5,2025-05-19 16:22:34.384619,754,31
9,174,5,2025-06-07 16:22:34.384302,9,174
622,62,5,2025-09-16 16:22:34.102075,622,62
486,187,5,2025-08-16 16:22:34.383104,486,187
247,89,5,2025-04-30 16:22:34.103532,247,89
658,414,5,2025-04-27 16:22:34.382836,658,414
431,312,5,2025-08-19 16:22:34.103323,431,312
77,5,5,2024-11-28 16:22:34.103221,77,5
547,282,5,2024-11-03 16:22:34.382945,547,282
179,224,5,2025-06-10 16:22:34.382978,179,224
659,110,5,2025-02-11 16:22:34.383204,659,110
732,471,5,2025-07-06 16:22:34.384086,732,471
598,490,5,2025-07-14 16:22:34.383311,598,490
702,74,5,2025-05-10 16:22:34.383417,702,74
647,6,5,2025-03-11 16:22:34.383529,647,6
133,123,5,2025-08-05 16:22:34.383628,133,123
674,358,5,2025-10-17 16:22:34.383757,674,358
82,175,5,2025-02-09 16:22:34.102286,82,175
95,446,5,2025-06-23 16:22:34.100024,95,446
253,413,5,2024-11-14 16:22:34.099905,253,413
719,263,5,2025-03-14 16:22:34.099674,719,263
270,170,5,2025-02-04 16:22:34.097117,270,170
240,189,5,2025-08-28 16:22:34.386738,240,189
176,428,5,2024-12-22 16:22:34.386959,176,428
975,43,5,2025-07-13 16:22:34.097503,975,43
273,327,5,2024-11-09 16:22:34.097381,273,327
833,110,5,2025-02-09 16:22:34.387060,833,110
438,125,5,2025-10-10 16:22:34.387272,438,125
997,226,5,2025-09-18 16:22:34.097009,997,226
164,293,5,2024-10-23 16:22:34.097925,164,293
356,153,5,2025-07-05 16:22:34.387291,356,153
540,496,5,2025-09-20 16:22:34.387403,540,496
647,188,5,2025-07-04 16:22:34.387521,647,188
741,285,5,2025-06-28 16:22:34.387763,741,285
891,302,5,2025-03-28 16:22:34.387862,891,302
609,239,5,2024-12-10 16:22:34.096440,609,239
624,396,5,2024-11-17 16:22:34.097825,624,396
523,205,5,2025-04-15 16:22:34.098040,523,205
747,373,5,2025-06-02 16:22:34.385907,747,373
208,426,5,2024-12-18 16:22:34.099143,208,426
872,499,5,2024-11-19 16:22:34.099640,872,499
45,252,5,2025-01-13 16:22:34.099621,45,252
749,306,5,2025-08-11 16:22:34.099506,749,306
192,442,5,2024-11-06 16:22:34.099395,192,442
365,202,5,2025-08-10 16:22:34.386020,365,202
774,376,5,2024-11-27 16:22:34.099161,774,376
467,63,5,2024-12-02 16:22:34.099035,467,63
483,290,5,2025-08-02 16:22:34.098142,483,290
723,285,5,2024-11-07 16:22:34.098935,723,285
280,421,5,2025-10-17 16:22:34.386288,280,421
947,260,5,2024-10-21 16:22:34.098587,947,260
868,353,5,2025-02-21 16:22:34.098466,868,353
822,56,5,2025-06-17 16:22:34.098447,822,56
498,418,5,2025-02-13 16:22:34.386637,498,418
273,18,5,2025-10-14 16:22:34.382802,273,18
571,211,5,2025-02-23 16:22:34.104191,571,211
598,11,5,2025-06-03 16:22:34.375982,598,11
496,354,5,2024-10-27 16:22:34.382468,496,354
576,383,5,2025-04-17 16:22:34.377417,576,383
398,170,5,2025-09-06 16:22:34.378094,398,170
984,263,5,2025-06-13 16:22:34.108342,984,263
113,333,5,2024-12-02 16:22:34.378322,113,333
653,129,5,2025-03-13 16:22:34.378340,653,129
78,303,5,2025-07-22 16:22:34.107977,78,303
365,393,5,2025-03-23 16:22:34.378566,365,393
798,63,5,2025-06-09 16:22:34.378772,798,63
905,277,5,2025-06-13 16:22:34.378971,905,277
684,336,5,2024-11-17 16:22:34.379170,684,336
249,383,5,2025-03-15 16:22:34.107608,249,383
567,468,5,2025-04-15 16:22:34.107591,567,468
57,156,5,2025-07-07 16:22:34.107479,57,156
946,266,5,2025-01-21 16:22:34.107377,946,266
44,439,5,2024-11-23 16:22:34.379187,44,439
621,28,5,2025-07-14 16:22:34.108914,621,28
601,117,5,2025-05-14 16:22:34.377310,601,117
908,137,5,2025-04-09 16:22:34.109054,908,137
744,391,5,2025-10-18 16:22:34.110107,744,391
688,452,5,2025-08-05 16:22:34.376086,688,452
459,471,5,2024-10-25 16:22:34.376188,459,471
204,9,5,2025-02-18 16:22:34.110446,204,9
876,460,5,2025-01-01 16:22:34.376294,876,460
363,157,5,2025-01-02 16:22:34.376396,363,157
